slice_id,group,region_idx,stream,gap_sec,floor
20240827a55,MALE,1,fast,300.0999999999999,3
20240827a55,MALE,1,slow,299.39999999999986,3
20240827a55,MALE,1,combined,300.0999999999999,4
20240930_65,DI,1,fast,146.39999999999998,6
20240930_65,DI,1,fast,23.100000000000023,6
20240930_65,DI,1,fast,123.29999999999995,6
20240930_65,DI,1,slow,158.0,12
20240930_65,DI,1,slow,51.39999999999998,12
20240930_65,DI,1,slow,25.700000000000045,12
20240930_65,DI,1,slow,69.70000000000005,12
20240930_65,DI,1,slow,24.0,12
20240930_65,DI,1,slow,40.09999999999991,12
20240930_65,DI,1,slow,65.0,12
20240930_65,DI,1,slow,16.700000000000045,12
20240930_65,DI,1,slow,26.700000000000045,12
20240930_65,DI,1,slow,10.899999999999864,12
20240930_65,DI,1,slow,7.0,12
20240930_65,DI,1,slow,27.40000000000009,12
20240930_65,DI,1,slow,21.299999999999955,12
20240930_65,DI,1,combined,158.30000000000007,13
20240930_65,DI,1,combined,51.09999999999991,13
20240930_65,DI,1,combined,25.600000000000023,13
20240930_65,DI,1,combined,69.60000000000002,13
20240930_65,DI,1,combined,24.200000000000045,13
20240930_65,DI,1,combined,40.39999999999998,13
20240930_65,DI,1,combined,65.39999999999998,13
20240930_65,DI,1,combined,16.5,13
20240930_65,DI,1,combined,26.200000000000045,13
20240930_65,DI,1,combined,10.899999999999864,13
20240930_65,DI,1,combined,7.2000000000000455,13
20240930_65,DI,1,combined,27.200000000000045,13
20240930_65,DI,1,combined,21.299999999999955,13
20240930_69,DI,1,fast,78.10000000000002,7
20240930_69,DI,1,fast,46.200000000000045,7
20240930_69,DI,1,fast,187.79999999999995,7
20240930_69,DI,1,fast,8.5,7
20240930_69,DI,1,fast,62.700000000000045,7
20240930_69,DI,1,fast,50.5,7
20240930_69,DI,1,fast,62.899999999999864,7
20240930_69,DI,1,slow,211.8,9
20240930_69,DI,1,slow,12.100000000000023,9
20240930_69,DI,1,slow,34.19999999999999,9
20240930_69,DI,1,slow,56.5,9
20240930_69,DI,1,slow,27.19999999999999,9
20240930_69,DI,1,slow,18.5,9
20240930_69,DI,1,slow,77.30000000000007,9
20240930_69,DI,1,slow,28.699999999999932,9
20240930_69,DI,1,slow,52.200000000000045,9
20240930_69,DI,1,slow,6.2999999999999545,9
20240930_69,DI,1,slow,43.0,9
20240930_69,DI,1,slow,17.300000000000068,9
20240930_69,DI,1,slow,15.399999999999977,9
20240930_69,DI,1,slow,77.69999999999993,9
20240930_69,DI,1,slow,35.30000000000007,9
20240930_69,DI,1,slow,81.79999999999995,9
20240930_69,DI,1,slow,5.5,9
20240930_69,DI,1,slow,26.800000000000068,9
20240930_69,DI,1,slow,28.399999999999864,9
20240930_69,DI,1,slow,12.700000000000045,9
20240930_69,DI,1,slow,27.90000000000009,9
20240930_69,DI,1,slow,53.700000000000045,9
20240930_69,DI,1,slow,43.5,9
20240930_69,DI,1,slow,12.299999999999955,9
20240930_69,DI,1,slow,7.099999999999909,9
20240930_69,DI,1,combined,212.79999999999998,10
20240930_69,DI,1,combined,12.400000000000034,10
20240930_69,DI,1,combined,33.5,10
20240930_69,DI,1,combined,56.5,10
20240930_69,DI,1,combined,27.599999999999966,10
20240930_69,DI,1,combined,18.600000000000023,10
20240930_69,DI,1,combined,76.80000000000007,10
20240930_69,DI,1,combined,28.5,10
20240930_69,DI,1,combined,52.39999999999998,10
20240930_69,DI,1,combined,5.600000000000023,10
20240930_69,DI,1,combined,43.69999999999993,10
20240930_69,DI,1,combined,17.300000000000068,10
20240930_69,DI,1,combined,53.0,10
20240930_69,DI,1,combined,39.89999999999998,10
20240930_69,DI,1,combined,35.5,10
20240930_69,DI,1,combined,6.899999999999977,10
20240930_69,DI,1,combined,62.700000000000045,10
20240930_69,DI,1,combined,12.199999999999932,10
20240930_69,DI,1,combined,5.5,10
20240930_69,DI,1,combined,26.800000000000068,10
20240930_69,DI,1,combined,28.399999999999864,10
20240930_69,DI,1,combined,12.700000000000045,10
20240930_69,DI,1,combined,27.5,10
20240930_69,DI,1,combined,54.100000000000136,10
20240930_69,DI,1,combined,43.5,10
20240930_69,DI,1,combined,12.299999999999955,10
20240930_69,DI,1,combined,7.099999999999909,10
20241211_127,MALE,1,fast,27.699999999999932,8
20241211_127,MALE,1,fast,7.5,8
20241211_127,MALE,1,fast,109.0,8
20241211_127,MALE,1,fast,8.600000000000136,8
20241211_127,MALE,1,fast,9.399999999999864,8
20241211_127,MALE,1,slow,494.4,14
20241211_127,MALE,1,slow,30.0,14
20241211_127,MALE,1,slow,76.40000000000009,14
20241211_127,MALE,1,slow,39.19999999999993,14
20241211_127,MALE,1,slow,23.100000000000023,14
20241211_127,MALE,1,slow,13.200000000000045,14
20241211_127,MALE,1,slow,29.0,14
20241211_127,MALE,1,slow,6.599999999999909,14
20241211_127,MALE,1,slow,14.299999999999955,14
20241211_127,MALE,1,slow,6.800000000000182,14
20241211_127,MALE,1,slow,20.399999999999864,14
20241211_127,MALE,1,slow,33.90000000000009,14
20241211_127,MALE,1,slow,15.700000000000045,14
20241211_127,MALE,1,slow,11.199999999999818,14
20241211_127,MALE,1,slow,7.600000000000136,14
20241211_127,MALE,1,slow,8.099999999999909,14
20241211_127,MALE,1,slow,9.900000000000091,14
20241211_127,MALE,1,slow,20.5,14
20241211_127,MALE,1,combined,388.7,15
20241211_127,MALE,1,combined,105.39999999999998,15
20241211_127,MALE,1,combined,29.90000000000009,15
20241211_127,MALE,1,combined,76.69999999999993,15
20241211_127,MALE,1,combined,39.0,15
20241211_127,MALE,1,combined,23.800000000000068,15
20241211_127,MALE,1,combined,12.5,15
20241211_127,MALE,1,combined,29.0,15
20241211_127,MALE,1,combined,7.099999999999909,15
20241211_127,MALE,1,combined,14.200000000000045,15
20241211_127,MALE,1,combined,5.5,15
20241211_127,MALE,1,combined,21.40000000000009,15
20241211_127,MALE,1,combined,33.799999999999955,15
20241211_127,MALE,1,combined,16.5,15
20241211_127,MALE,1,combined,10.399999999999864,15
20241211_127,MALE,1,combined,7.600000000000136,15
20241211_127,MALE,1,combined,8.200000000000045,15
20241211_127,MALE,1,combined,9.099999999999909,15
20241211_127,MALE,1,combined,21.200000000000045,15
20241212_131,ORX,1,slow,691.7,4
20241212_131,ORX,1,combined,691.7,5
20250731_151,DI,1,fast,128.8,10
20250731_151,DI,1,fast,5.100000000000023,10
20250731_151,DI,1,fast,43.10000000000002,10
20250731_151,DI,1,fast,59.299999999999955,10
20250731_151,DI,1,slow,145.39999999999998,7
20250731_151,DI,1,slow,36.90000000000009,7
20250731_151,DI,1,slow,36.59999999999991,7
20250731_151,DI,1,slow,21.799999999999955,7
20250731_151,DI,1,combined,96.89999999999999,11
20250731_151,DI,1,combined,15.800000000000011,11
20250731_151,DI,1,combined,15.599999999999994,11
20250731_151,DI,1,combined,5.600000000000023,11
20250731_151,DI,1,combined,43.10000000000002,11
20250731_151,DI,1,combined,15.199999999999932,11
20250731_151,DI,1,combined,44.10000000000002,11
20250731_151,DI,1,combined,620.9000000000001,11
20250731_151,DI,1,combined,145.0999999999999,11
20250731_151,DI,1,combined,36.90000000000009,11
20250731_151,DI,1,combined,36.700000000000045,11
20250731_151,DI,1,combined,22.399999999999864,11
20250806_174,ORX,1,fast,54.599999999999994,6
20250806_174,ORX,1,fast,32.80000000000001,6
20250806_174,ORX,1,fast,374.8,6
20250806_174,ORX,1,fast,575.8999999999999,6
20250806_174,ORX,1,fast,79.40000000000009,6
20250806_174,ORX,1,fast,55.700000000000045,6
20250806_174,ORX,1,fast,4.099999999999909,6
20250806_174,ORX,1,slow,14.399999999999977,10
20250806_174,ORX,1,slow,402.0,10
20250806_174,ORX,1,slow,32.700000000000045,10
20250806_174,ORX,1,slow,14.299999999999955,10
20250806_174,ORX,1,slow,7.5,10
20250806_174,ORX,1,slow,30.600000000000136,10
20250806_174,ORX,1,slow,50.69999999999982,10
20250806_174,ORX,1,slow,19.40000000000009,10
20250806_174,ORX,1,slow,35.200000000000045,10
20250806_174,ORX,1,combined,479.1,11
20250806_174,ORX,1,combined,14.299999999999955,11
20250806_174,ORX,1,combined,402.5,11
20250806_174,ORX,1,combined,32.200000000000045,11
20250806_174,ORX,1,combined,14.5,11
20250806_174,ORX,1,combined,8.099999999999909,11
20250806_174,ORX,1,combined,29.800000000000182,11
20250806_174,ORX,1,combined,50.69999999999982,11
20250806_174,ORX,1,combined,19.40000000000009,11
20250806_174,ORX,1,combined,35.200000000000045,11
20250806_174,ORX,1,combined,4.099999999999909,11
20250807_178,MALE,1,fast,1118.4,5
20250807_178,MALE,1,fast,39.0,5
20250807_178,MALE,1,slow,37.59999999999991,5
20250807_178,MALE,1,combined,1118.7,7
20250807_178,MALE,1,combined,38.700000000000045,7
20250807_181,MALE,1,slow,5.099999999999909,8
20250807_181,MALE,1,slow,14.200000000000045,8
20250807_181,MALE,1,slow,42.0,8
20250807_181,MALE,1,slow,11.099999999999909,8
20250807_181,MALE,1,combined,19.0,11
20250807_181,MALE,1,combined,42.299999999999955,11
20250807_181,MALE,1,combined,11.0,11
20250826_190,MALE,1,fast,18.1,3
20250826_190,MALE,1,slow,482.0,3
20250826_190,MALE,1,combined,18.1,3
20250826_190,MALE,1,combined,482.3,3
20250826_192,MALE,1,fast,1019.0000000000001,6
20250826_192,MALE,1,fast,40.200000000000045,6
20250826_192,MALE,1,slow,209.70000000000005,8
20250826_192,MALE,1,slow,7.099999999999909,8
20250826_192,MALE,1,slow,28.90000000000009,8
20250826_192,MALE,1,slow,18.5,8
20250826_192,MALE,1,slow,19.700000000000045,8
20250826_192,MALE,1,slow,11.0,8
20250826_192,MALE,1,slow,9.5,8
20250826_192,MALE,1,slow,4.7999999999999545,8
20250826_192,MALE,1,combined,756.1,9
20250826_192,MALE,1,combined,209.20000000000005,9
20250826_192,MALE,1,combined,7.099999999999909,9
20250826_192,MALE,1,combined,28.90000000000009,9
20250826_192,MALE,1,combined,18.5,9
20250826_192,MALE,1,combined,19.700000000000045,9
20250826_192,MALE,1,combined,11.0,9
20250826_192,MALE,1,combined,9.5,9
20250826_192,MALE,1,combined,4.7999999999999545,9
20250827_196,MALE,1,fast,218.9999999999999,5
20250827_196,MALE,1,fast,3.900000000000091,5
20250827_196,MALE,1,fast,19.700000000000045,5
20250827_196,MALE,1,slow,180.60000000000002,9
20250827_196,MALE,1,slow,184.89999999999998,9
20250827_196,MALE,1,slow,57.89999999999998,9
20250827_196,MALE,1,slow,50.30000000000007,9
20250827_196,MALE,1,slow,23.5,9
20250827_196,MALE,1,slow,63.200000000000045,9
20250827_196,MALE,1,slow,11.699999999999818,9
20250827_196,MALE,1,slow,14.600000000000136,9
20250827_196,MALE,1,slow,8.099999999999909,9
20250827_196,MALE,1,slow,20.299999999999955,9
20250827_196,MALE,1,combined,161.10000000000002,10
20250827_196,MALE,1,combined,19.200000000000045,10
20250827_196,MALE,1,combined,48.5,10
20250827_196,MALE,1,combined,136.39999999999998,10
20250827_196,MALE,1,combined,58.39999999999998,10
20250827_196,MALE,1,combined,28.100000000000023,10
20250827_196,MALE,1,combined,21.700000000000045,10
20250827_196,MALE,1,combined,24.09999999999991,10
20250827_196,MALE,1,combined,62.600000000000136,10
20250827_196,MALE,1,combined,11.699999999999818,10
20250827_196,MALE,1,combined,14.100000000000136,10
20250827_196,MALE,1,combined,8.599999999999909,10
20250827_196,MALE,1,combined,20.299999999999955,10
20250827_199,MALE,1,fast,55.00000000000001,9
20250827_199,MALE,1,fast,7.299999999999997,9
20250827_199,MALE,1,fast,110.7,9
20250827_199,MALE,1,fast,40.70000000000002,9
20250827_199,MALE,1,fast,9.799999999999983,9
20250827_199,MALE,1,fast,25.599999999999994,9
20250827_199,MALE,1,fast,20.400000000000034,9
20250827_199,MALE,1,fast,2.099999999999966,9
20250827_199,MALE,1,fast,41.10000000000002,9
20250827_199,MALE,1,fast,16.399999999999977,9
20250827_199,MALE,1,fast,24.5,9
20250827_199,MALE,1,fast,16.30000000000001,9
20250827_199,MALE,1,fast,33.5,9
20250827_199,MALE,1,fast,34.0,9
20250827_199,MALE,1,fast,9.0,9
20250827_199,MALE,1,fast,101.90000000000003,9
20250827_199,MALE,1,fast,194.20000000000005,9
20250827_199,MALE,1,fast,4.099999999999909,9
20250827_199,MALE,1,fast,20.90000000000009,9
20250827_199,MALE,1,fast,34.0,9
20250827_199,MALE,1,fast,3.199999999999932,9
20250827_199,MALE,1,fast,364.80000000000007,9
20250827_199,MALE,1,slow,15.3,16
20250827_199,MALE,1,slow,37.300000000000004,16
20250827_199,MALE,1,slow,7.800000000000004,16
20250827_199,MALE,1,slow,6.5,16
20250827_199,MALE,1,slow,18.599999999999994,16
20250827_199,MALE,1,slow,32.2,16
20250827_199,MALE,1,slow,14.099999999999994,16
20250827_199,MALE,1,slow,20.600000000000023,16
20250827_199,MALE,1,slow,17.899999999999977,16
20250827_199,MALE,1,slow,17.400000000000006,16
20250827_199,MALE,1,slow,24.099999999999994,16
20250827_199,MALE,1,slow,36.30000000000001,16
20250827_199,MALE,1,slow,8.600000000000023,16
20250827_199,MALE,1,slow,11.699999999999989,16
20250827_199,MALE,1,slow,14.5,16
20250827_199,MALE,1,slow,12.599999999999966,16
20250827_199,MALE,1,slow,16.80000000000001,16
20250827_199,MALE,1,slow,13.700000000000045,16
20250827_199,MALE,1,slow,25.5,16
20250827_199,MALE,1,slow,10.299999999999955,16
20250827_199,MALE,1,slow,20.700000000000045,16
20250827_199,MALE,1,slow,13.699999999999989,16
20250827_199,MALE,1,slow,7.399999999999977,16
20250827_199,MALE,1,slow,31.80000000000001,16
20250827_199,MALE,1,slow,9.399999999999977,16
20250827_199,MALE,1,slow,24.5,16
20250827_199,MALE,1,slow,49.5,16
20250827_199,MALE,1,slow,28.300000000000068,16
20250827_199,MALE,1,slow,18.399999999999977,16
20250827_199,MALE,1,slow,25.199999999999932,16
20250827_199,MALE,1,slow,66.40000000000009,16
20250827_199,MALE,1,slow,13.0,16
20250827_199,MALE,1,slow,74.39999999999998,16
20250827_199,MALE,1,slow,58.799999999999955,16
20250827_199,MALE,1,slow,22.700000000000045,16
20250827_199,MALE,1,slow,32.799999999999955,16
20250827_199,MALE,1,slow,8.600000000000023,16
20250827_199,MALE,1,slow,20.600000000000023,16
20250827_199,MALE,1,slow,20.899999999999977,16
20250827_199,MALE,1,slow,16.800000000000068,16
20250827_199,MALE,1,slow,9.699999999999932,16
20250827_199,MALE,1,slow,13.600000000000023,16
20250827_199,MALE,1,slow,30.700000000000045,16
20250827_199,MALE,1,slow,101.70000000000005,16
20250827_199,MALE,1,slow,52.399999999999864,16
20250827_199,MALE,1,slow,9.700000000000045,16
20250827_199,MALE,1,slow,24.0,16
20250827_199,MALE,1,slow,12.099999999999909,16
20250827_199,MALE,1,combined,2.3,18
20250827_199,MALE,1,combined,15.900000000000002,18
20250827_199,MALE,1,combined,36.800000000000004,18
20250827_199,MALE,1,combined,7.700000000000003,18
20250827_199,MALE,1,combined,6.3999999999999915,18
20250827_199,MALE,1,combined,18.700000000000003,18
20250827_199,MALE,1,combined,31.900000000000006,18
20250827_199,MALE,1,combined,14.399999999999991,18
20250827_199,MALE,1,combined,20.200000000000017,18
20250827_199,MALE,1,combined,18.69999999999999,18
20250827_199,MALE,1,combined,17.0,18
20250827_199,MALE,1,combined,24.099999999999994,18
20250827_199,MALE,1,combined,35.10000000000002,18
20250827_199,MALE,1,combined,9.800000000000011,18
20250827_199,MALE,1,combined,11.699999999999989,18
20250827_199,MALE,1,combined,14.5,18
20250827_199,MALE,1,combined,12.5,18
20250827_199,MALE,1,combined,8.300000000000011,18
20250827_199,MALE,1,combined,8.699999999999989,18
20250827_199,MALE,1,combined,14.100000000000023,18
20250827_199,MALE,1,combined,24.799999999999955,18
20250827_199,MALE,1,combined,10.400000000000034,18
20250827_199,MALE,1,combined,21.0,18
20250827_199,MALE,1,combined,13.5,18
20250827_199,MALE,1,combined,7.399999999999977,18
20250827_199,MALE,1,combined,31.69999999999999,18
20250827_199,MALE,1,combined,9.5,18
20250827_199,MALE,1,combined,24.80000000000001,18
20250827_199,MALE,1,combined,48.900000000000034,18
20250827_199,MALE,1,combined,28.600000000000023,18
20250827_199,MALE,1,combined,18.5,18
